R_SCEF_ROI,243
R_6ma_ROI,244
R_7Am_ROI,245
R_7PL_ROI,246
R_7PC_ROI,247
R_LIPv_ROI,248
R_VIP_ROI,249
R_MIP_ROI,250
R_1_ROI,251
R_2_ROI,252
R_3a_ROI,253
R_6d_ROI,254
R_6mp_ROI,255
R_6v_ROI,256
R_p24pr_ROI,257
R_33pr_ROI,258
R_a24pr_ROI,259
R_p32pr_ROI,260
R_a24_ROI,261
R_d32_ROI,262
R_8BM_ROI,263
R_p32_ROI,264
R_10r_ROI,265
R_47m_ROI,266
R_8Av_ROI,267
R_8Ad_ROI,268
R_9m_ROI,269
R_8BL_ROI,270
R_9p_ROI,271
R_10d_ROI,272
R_8C_ROI,273
R_44_ROI,274
R_45_ROI,275
R_47l_ROI,276
R_a47r_ROI,277
R_6r_ROI,278
R_IFJa_ROI,279
R_IFJp_ROI,280
R_IFSp_ROI,281
R_IFSa_ROI,282
R_p9-46v_ROI,283
R_46_ROI,284
R_a9-46v_ROI,285
R_9-46d_ROI,286
R_9a_ROI,287
R_10v_ROI,288
R_a10p_ROI,289
R_10pp_ROI,290
R_11l_ROI,291
R_13l_ROI,292
R_OFC_ROI,293
R_47s_ROI,294
R_LIPd_ROI,295
R_6a_ROI,296
R_i6-8_ROI,297
R_s6-8_ROI,298
R_43_ROI,299
R_OP4_ROI,300
R_OP1_ROI,301
R_OP2-3_ROI,302
R_52_ROI,303
R_RI_ROI,304
R_PFcm_ROI,305
R_PoI2_ROI,306
R_TA2_ROI,307
R_FOP4_ROI,308
R_MI_ROI,309
R_Pir_ROI,310
R_AVI_ROI,311
R_AAIC_ROI,312
R_FOP1_ROI,313
R_FOP3_ROI,314
R_FOP2_ROI,315
R_PFt_ROI,316
R_AIP_ROI,317
R_EC_ROI,318
R_PreS_ROI,319
R_H_ROI,320
R_ProS_ROI,321
R_PeEc_ROI,322
R_STGa_ROI,323
R_PBelt_ROI,324
R_A5_ROI,325
R_PHA1_ROI,326
R_PHA3_ROI,327
R_STSda_ROI,328
R_STSdp_ROI,329
R_STSvp_ROI,330
R_TGd_ROI,331
R_TE1a_ROI,332
R_TE1p_ROI,333
R_TE2a_ROI,334
R_TF_ROI,335
R_TE2p_ROI,336
R_PHT_ROI,337
R_PH_ROI,338
R_TPOJ1_ROI,339
R_TPOJ2_ROI,340
R_TPOJ3_ROI,341
R_DVT_ROI,342
R_PGp_ROI,343
R_IP2_ROI,344
R_IP1_ROI,345
R_IP0_ROI,346
R_PFop_ROI,347
R_PF_ROI,348
R_PFm_ROI,349
R_PGi_ROI,350
R_PGs_ROI,351
R_V6A_ROI,352
R_VMV1_ROI,353
R_VMV3_ROI,354
R_PHA2_ROI,355
R_V4t_ROI,356
R_FST_ROI,357
R_V3CD_ROI,358
R_LO3_ROI,359
R_VMV2_ROI,360
R_31pd_ROI,361
R_31a_ROI,362
R_VVC_ROI,363
R_25_ROI,364
R_s32_ROI,365
R_pOFC_ROI,366
R_PoI1_ROI,367
R_Ig_ROI,368
R_FOP5_ROI,369
R_p10p_ROI,370
R_p47r_ROI,371
R_TGv_ROI,372
R_MBelt_ROI,373
R_LBelt_ROI,374
R_A4_ROI,375
R_STSva_ROI,376
R_TE1m_ROI,377
R_PI_ROI,378
R_a32pr_ROI,379
R_p24_ROI,380
